序號	客家語言	等級	腔調	類別	客語音標	華語辭義	英語詞義	客語例句	華語翻譯
021	魯夫【潦草】	初級	四縣	品貌	luˇ fuˊ【loˋ coˋ】	粗魯	rude	做事情恁魯夫（潦草），盡毋得人惜。	做事情這麼不講理、耍賴，很不討人喜。
022	條直【硬直】	初級	四縣	品貌	tiauˇ ciid【ngang ciid】	率直	upright；not scheming	阿德當（蓋）條直(硬直)，毋會變鬼變怪騙人。	阿德很率直，不會耍心機騙人。
023	禮貌	初級	四縣	品貌	liˊ mau	禮貌	manners	阿英仔當（蓋）有禮貌，見堵着人就會相借問。	阿英很有禮貌，每次遇到人都會打招呼。
024	得人惜	初級	四縣	品貌	dedˋ nginˇ xiagˋ	很可愛；討人喜歡	likeable	這個細人仔笑頭笑面，當（蓋）得人惜。	這個小孩子滿臉笑容，很可愛。
025	得人惱	初級	四縣	品貌	dedˋ nginˇ nauˊ	討人厭	annoying	這隻蚊仔在面前飛來飛去，得人惱到會死。	這隻蚊子在我面前飛來飛去，討厭得要命。
026	謙虛	初級	四縣	品貌	kiamˊ hiˊ	謙虛	humble	做人愛謙虛兜仔，毋好恁沙鼻。	做人要謙虛，不要這麼愛現。
027	沙鼻【風神】	初級	四縣	品貌	saˊ pi【fungˊsiinˇ】	得意；愛現	arrogant, proud	人罔沙佢一下，佢就沙鼻（風神）到會死。	別人隨口誇他一下，他就洋洋得意。
028	成功	初級	四縣	品貌	siinˇ gungˊ	成功	successful	有打拚，就會成功。	有努力，就會成功。
029	失敗	初級	四縣	品貌	siidˋ pai	失敗	failure	阿文做生理失敗，揹一身債。	阿文做生意失敗，揹一身債。
030	靚【鬧】	初級	四縣	品貌	jiangˊ【nau】	漂亮	beautiful	一般客家話講「當靚」，六堆人講「蓋鬧」。	一般客家話說「當靚」，六堆人說「蓋鬧」。
031	緣投	初級	四縣	品貌	ienˇ dauˇ【ianˇ dauˇ】	英俊	handsome	做爺哀个希望倈仔緣投，妹仔靚又得人惜。	做父母的希望兒子英俊，女兒美麗又可愛。
032	斯文	初級	四縣	品貌	siiˊ vunˇ	斯文	gentle; handsome	阿青哥人生到斯文，讀書又慶。	阿青哥長得斯文，讀書又棒。
033	媸(醜)	初級	四縣	品貌	zeˋ（cuˋ）	醜	ugly	這隻狗仔恁媸(蓋醜)，毋過當乖。	這隻狗這麼醜，不過很乖。
034	親切	初級	四縣	品貌	qinˊ qiedˋ	親切	friendly; kind	對人客親切，生理正會好。	對客人親切，生意才會好。
035	聰明	初級	四縣	品貌	cungˊ minˇ	聰明	smart	厥倈仔當（蓋）聰明，當（蓋）會讀書。	他兒子很聰明，很會讀書。
036	好心	初級	四縣	品貌	hoˋximˊ	好心	kindhearted	吾公當（蓋）好心，麼人拜託佢都應承。	我爺爺很好心，誰拜託他都答應。
037	大方	初級	四縣	品貌	tai  fongˊ	大方	generous	上臺表演，愛較（過）大方兜仔。	上臺表演，要大方一點。
038	貪心	初級	四縣	品貌	tamˊ ximˊ	貪心	greedy	毋好恁貪心，拿到恁多！	不要這麼貪心，拿這麼多！
039	自私	初級	四縣	品貌	cii  siiˊ	自私	selfish	佢當（蓋）自私，做麼个就想着自家定定。	他很自私，做什麼只想到自己而已。
040	快樂	初級	四縣	品貌	kuai  log	快樂	happy	阿滿仔嫁過來以後，日仔過到當（蓋）快樂。	阿滿嫁過來以後，日子過得很快樂。
041	慍悴	初級	四縣	品貌	vudˋ zudˋ	鬱悶	depressed	阿青叔恁久事業無順利，心肝當（蓋）慍悴。	阿青叔最近事業不順利，心裡鬱悶。
042	好額【有口、發】	初級	四縣	品貌	hoˋ ngiagˋ【iuiˊheuˋ、bodˋ】	富裕	rich	厥屋下當（蓋）好額【有口】，長透(不時)著名牌衫褲。	他家很富裕，常常穿名牌衣服。
043	苦	初級	四縣	品貌	kuˋ	窮苦	poor	阿明厥屋下當（蓋）苦，無錢好買書。	阿明他家很窮，沒錢買書。
044	懶尸	初級	四縣	品貌	lanˊ siiˊ（nanˊsiiˊ）	懶惰	lazy	阿秀仔當（蓋）懶尸，歸屋間骯骯髒髒也毋（會）拚掃。	阿秀很懶惰，整間屋子骯骯髒髒也不清掃。
045	勞碌	初級	四縣	品貌	loˇ lugˋ	勞碌	toilsome	阿姆為着家庭，一年透天恁勞碌。	媽媽為了家庭，一年到頭這麼勞碌。
046	不孝	初級	四縣	品貌	budˋ hau	不孝	unfilial	做人毋好不孝爺哀。	做人不可不孝父毋。
047	細義(好先)	初級	四縣	品貌	se ngi(hoˋxienˊ)	小心	careful	上下梯排，愛較（過）細義兜仔。	上下樓梯，要小心點。
001	伯公	初級	四縣	宗教信仰	bagˋ gungˊ	土地公	Earth God	吾婆初一、十五都有拜伯公。	我奶奶初一、十五都有拜土地公。
002	伯公生	初級	四縣	宗教信仰	bagˋ gungˊ sangˊ	土地公生日	Birthday of Earth God	二月初二伯公生。	二月初二土地公生日。
003	義民節	初級	四縣	宗教信仰	ngi  minˇ jiedˋ	義民節	Yimin Festival	舊曆七月二十義民節，義民廟當（蓋）鬧熱。	舊曆七月二十義民節，義民廟很熱鬧。
004	普渡【渡孤】	初級	四縣	宗教信仰	puˊ tu【tu puˊ】	普渡	general deliverance	七月半廟項有普渡(渡孤)，祭拜好兄弟。	七月半廟裡有普渡，祭拜好兄弟。
005	天公生	初級	四縣	宗教信仰	tienˊ gungˊ sangˊ	玉皇大帝生日	Lord of Heaven's （Jade Emperor's）Birthday	舊曆正月初九係天公生。	舊曆正月初九是玉皇大帝生日。
006	媽祖生	初級	四縣	宗教信仰	maˊ zuˋ sangˊ	媽祖生日	Matzu's Birthday	舊曆三月二十三係媽祖生。	舊曆三月二十三是媽祖生日。
007	阿公婆(祖先)	初級	四縣	宗教信仰	aˊ gungˊ poˇ(zuˋxienˊ)	祖先	ancestors	過年過節愛辦牲儀，敬阿公婆。	過年過節要辦祭品，敬祖先。
008	龍神	初級	四縣	宗教信仰	liungˇ siinˇ	龍神	dragon spirit	頭擺客人个廳下大體有安龍神。	以前客家人的客廳大多有安龍神。
009	三山國王	初級	四縣	宗教信仰	samˊ sanˊ guedˋ vongˇ	三山國王	The Three Mountain Kings	當（蓋）多客人信奉三山國王。	很多客家人信奉三山國王。
010	佛祖	初級	四縣	宗教信仰	fud  zuˋ	佛祖	Buddha	阿婆燒香，祈求佛祖保護一家平安。	奶奶燒香，祈求佛祖保護一家平安。
011	觀音娘	初級	四縣	宗教信仰	gonˊ imˊ ngiongˇ	觀音娘娘	Bodhisattva Kuanyin	觀音娘在民間有當(蓋)多信徒。	觀音娘娘在民間有很多信徒。
012	天公	初級	四縣	宗教信仰	tienˊgungˊ	玉皇大帝	Jade Emperor	年三十打早愛拜天公。	除夕一大早要拜玉皇大帝。
013	三官大帝（三界爺）	初級	四縣	宗教信仰	samˊ gonˊ tai  di （samˊ gie iaˇ）	三官大帝	Emperors of Three Offices,Three World Emperors	三元宮係服祀三官大帝个廟。	三元宮是祀奉三官大帝的廟。
014	恩主公	初級	四縣	宗教信仰	enˊ zuˋ gungˊ	恩主公	Enzhugong（title given to deified Guang Gong）	這間廟係拜恩主公。	這間廟是拜恩主公。
015	神明	初級	四縣	宗教信仰	siinˇ  minˇ	神明	deities	舉頭三尺有神明。	舉頭三尺有神明。
016	閻羅王	初級	四縣	宗教信仰	ngiamˇ  loˇ  vongˇ（ngiamˇ  loˋ  vongˇ）	閻羅王	Yama; King of Hell	佢三年前就去見閻羅王吔。	他三年前就去見閻羅王了。
017	鬼	初級	四縣	宗教信仰	guiˋ	鬼	spirit	該細人仔當（蓋）驚鬼，毋敢單儕人睡目。	那小孩很怕鬼，不敢一個人睡覺。
018	尼姑【齋姑】	初級	四縣	宗教信仰	niˇ guˊ【zaiˊ guˊ】	尼姑	Buddhist nun	門口有兩個尼姑(齋姑)來化緣。	門口有兩個尼姑來化緣。
019	覡公	初級	四縣	宗教信仰	sang  gungˊ【seˇgungˊ】	道士	Taoist monk; shaman	該間鬼屋个屋主請覡公來做法事。	那間鬼屋的屋主請道士來做法。
020	和尚仔(道士)	初級	四縣	宗教信仰	voˇ song eˋ(to sii)	道士	Taoist monk	人過身，愛請和尚仔來做齋仔。	人過世，要請道士來做法事。
021	和尚	初級	四縣	宗教信仰	voˇ song【(foˇ song)】	和尚	Buddhist monk	佢看破紅塵，剃光頭去做和尚吔。	他看破紅塵，剃光頭當和尚去了。
022	道教	初級	四縣	宗教信仰	to  gau	道教	Taoism	臺灣大部分人信奉道教。	臺灣大部分人信奉道教。
023	基督教	初級	四縣	宗教信仰	giˊ dugˋ gau	基督教	Christianity	信基督教个人，逐禮拜愛去教堂。	信基督教的人，每個禮拜要去教堂。
024	天主教	初級	四縣	宗教信仰	tienˊ zuˋ gau	天主教	Catholicism	吾先生信天主教。	我的老師信奉天主教。
025	耶穌	初級	四縣	宗教信仰	iaˊ suˊ	耶穌	Jesus	基督徒認為耶穌係上帝个倈仔。	基督徒認為耶穌是上帝的兒子。
